中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,12 ms,928 Mbps,118784 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,134 Mbps,17203 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,154 ms,430 Mbps,55091 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,429 Mbps,54988 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,188 Mbps,24064 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,60 ms,428 Mbps,54784 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,113 ms,396 Mbps,50790 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,53 Mbps,6819 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,97 ms,215 Mbps,27545 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,413 Mbps,52940 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,52 ms,8 Mbps,1074 kB/s
143.47.182.198,443,2a0b:21c0:1007:1ca:0:4051:d044:d8f0,DE,Frankfurt,隧道,104 ms,204 Mbps,26214 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,104 ms,117 Mbps,15052 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,53 ms,441 Mbps,56524 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,24 ms,5 Mbps,729 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,51 ms,420 Mbps,53862 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,356 Mbps,45670 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,187 Mbps,23961 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,50 ms,563 Mbps,72089 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,49 Mbps,6384 kB/s
132.226.31.178,443,2a09:bac5:60ea:1173::1bd:108,US,Los Angeles,隧道,124 ms,45 Mbps,5822 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,105 ms,434 Mbps,55603 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,52 ms,418 Mbps,53555 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,367 Mbps,47001 kB/s
144.21.42.87,443,98.98.156.14,DE,Frankfurt,隧道,104 ms,113 Mbps,14540 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,123 ms,285 Mbps,36556 kB/s
141.144.197.221,443,2a0b:21c0:100a:1b1:0:2aa8:6a39:5650,DE,Frankfurt,隧道,104 ms,103 Mbps,13209 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,93 ms,96 Mbps,12288 kB/s
192.9.140.130,443,2603:c024:c00b:bd20:7ce:8c7:4f8:863d,US,San Jose,隧道,183 ms,406 Mbps,52019 kB/s
152.70.53.38,443,2a0b:21c0:1007:1c9:0:6b65:efdc:e2de,DE,Frankfurt,隧道,103 ms,186 Mbps,23859 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,188 Mbps,24166 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,107 ms,43 Mbps,5599 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,100 ms,226 Mbps,28979 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,97 ms,214 Mbps,27443 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,133 Mbps,17100 kB/s
158.101.218.130,443,2a0b:21c0:100a:1b5:0:3b32:14ce:9d1c,DE,Frankfurt,隧道,105 ms,207 Mbps,26521 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,55 ms,13 Mbps,1699 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,114 ms,37 Mbps,4820 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,175 ms,112 Mbps,14438 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,95 ms,48 Mbps,6197 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,189 ms,79 Mbps,10137 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,89 ms,96 Mbps,12288 kB/s
143.47.181.248,443,2a0b:21c0:100a:1b4:0:8978:4c8a:e3f4,DE,Frankfurt,隧道,108 ms,114 Mbps,14643 kB/s
158.101.211.106,443,2a0b:21c0:100a:1b1:0:2cdd:a04c:2607,DE,Frankfurt,隧道,103 ms,191 Mbps,24473 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,100 ms,44 Mbps,5757 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,195 Mbps,24985 kB/s
129.159.32.14,443,129.159.32.14,US,San Jose,中转,54 ms,399 Mbps,51097 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,101 ms,26 Mbps,3364 kB/s
130.162.166.31,443,2606:f240:f00:dd8d:0:3bd2:f919:d650,US,Frankfurt,隧道,229 ms,183 Mbps,23449 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,165 ms,42 Mbps,5384 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,212 ms,2 Mbps,368 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,62 ms,44 Mbps,5716 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,168 ms,32 Mbps,4220 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,51 ms,400 Mbps,51302 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,105 ms,39 Mbps,5092 kB/s
144.22.252.124,443,144.22.252.124,BR,S
