中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,54 ms,415 Mbps,53145 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,52 ms,30 Mbps,3929 kB/s
35.197.23.75,443,35.233.216.70,US,Seattle,隧道,83 ms,472 Mbps,60518 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,824 Mbps,105472 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,335 Mbps,42905 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,53 Mbps,6886 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,362 Mbps,46387 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,32 ms,404 Mbps,51712 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,31 ms,84 Mbps,10854 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,301 Mbps,38604 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,194 Mbps,24883 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,52 ms,9 Mbps,1277 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,15 ms,71 Mbps,9147 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,16 ms,358 Mbps,45875 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,51 ms,408 Mbps,52326 kB/s
141.147.72.109,443,163.123.193.4,DE,Frankfurt,隧道,106 ms,183 Mbps,23449 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,192 Mbps,24576 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,178 Mbps,22835 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,51 ms,7 Mbps,941 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,55 ms,368 Mbps,47104 kB/s
35.230.79.26,443,35.233.216.70,US,Seattle,隧道,53 ms,435 Mbps,55705 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::26b:68,US,Los Angeles,隧道,76 ms,46 Mbps,5975 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,120 ms,128 Mbps,16384 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,52 ms,384 Mbps,49152 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,154 Mbps,19763 kB/s
34.82.76.253,443,35.233.242.94,US,Seattle,隧道,52 ms,443 Mbps,56729 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,402 Mbps,51507 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,58 ms,354 Mbps,45363 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,152 ms,195 Mbps,24985 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,48 Mbps,6232 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,121 ms,434 Mbps,55603 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,120 ms,88 Mbps,11264 kB/s
144.22.252.124,443,144.22.252.124,BR,S
