中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,69 ms,352 Mbps,45056 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,60 Mbps,7797 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,498 Mbps,63795 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,480 Mbps,61440 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,81 ms,45 Mbps,5864 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,2 ms,848 Mbps,108544 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,91 ms,37 Mbps,4761 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,68 ms,176 Mbps,22528 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,212 Mbps,27238 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,242 Mbps,31027 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:fd,US,Los Angeles,隧道,75 ms,65 Mbps,8359 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,73 ms,334 Mbps,42803 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,3 ms,72 Mbps,9285 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,320 Mbps,40960 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,244 Mbps,31232 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,299 Mbps,38297 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,89 ms,325 Mbps,41676 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,48 Mbps,6191 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,255 Mbps,32665 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,256 Mbps,32768 kB/s
158.101.220.192,443,2606:f240:f00:5a42:0:5145:c7d6:9e68,US,Frankfurt,隧道,96 ms,271 Mbps,34713 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,84 ms,43 Mbps,5625 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,93 ms,29 Mbps,3733 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,72 ms,291 Mbps,37273 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,96 ms,308 Mbps,39424 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,80 ms,248 Mbps,31846 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,83 ms,42 Mbps,5478 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,89 ms,45 Mbps,5795 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,105 ms,45 Mbps,5863 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,97 Mbps,12492 kB/s
168.138.149.17,443,168.138.149.17,BR,S
