中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,38 ms,573 Mbps,73420 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,31 ms,793 Mbps,101580 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,40 ms,342 Mbps,43827 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,30 ms,348 Mbps,44544 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,49 ms,573 Mbps,73420 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,12 ms,840 Mbps,107520 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,62 ms,332 Mbps,42598 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,27 ms,392 Mbps,50176 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,85 ms,423 Mbps,54169 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,61 ms,39 Mbps,5115 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,32 ms,306 Mbps,39219 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,497 Mbps,63692 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,22 ms,848 Mbps,108544 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,46 ms,560 Mbps,71782 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,25 ms,1208 Mbps,154624 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,86 ms,47 Mbps,6134 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,40 ms,16 Mbps,2155 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,144 ms,185 Mbps,23756 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,69 ms,49 Mbps,6335 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,30 ms,502 Mbps,64307 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,153 ms,139 Mbps,17817 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,138 ms,132 Mbps,16896 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,123 ms,227 Mbps,29081 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,102 ms,1 Mbps,190 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,136 ms,44 Mbps,5645 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,19 ms,1248 Mbps,159744 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,150 ms,18 Mbps,2406 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,155 ms,148 Mbps,19046 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,40 ms,392 Mbps,50176 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,35 Mbps,4482 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,157 ms,39 Mbps,5089 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,147 Mbps,18841 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,177 ms,100 Mbps,12902 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,165 Mbps,21196 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,99 ms,46 Mbps,6001 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,174 ms,42 Mbps,5453 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,154 ms,128 Mbps,16384 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,176 ms,26 Mbps,3366 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,68 ms,39 Mbps,5084 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,138 ms,0 Mbps,36 kB/s
130.162.144.191,443,2a09:bac5:4755:1a14::299:2e,KR,Seoul,隧道,159 ms,36 Mbps,4646 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,170 ms,113 Mbps,14540 kB/s
141.148.227.212,443,2606:f240:f00:dd8d:0:78c4:2e45:ce96,US,Frankfurt,隧道,151 ms,120 Mbps,15360 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,151 ms,153 Mbps,19660 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,175 ms,38 Mbps,4991 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,187 ms,108 Mbps,13824 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,136 ms,44 Mbps,5663 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,77 ms,39 Mbps,5032 kB/s
158.101.192.178,443,2a0b:21c0:100a:1b1:0:b406:d593:666f,DE,Frankfurt,隧道,169 ms,151 Mbps,19353 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,72 ms,34 Mbps,4438 kB/s
8.222.165.104,443,8.222.165.104,SG,Singapore,中转,217 ms,0 Mbps,4 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,140 ms,44 Mbps,5663 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,161 ms,143 Mbps,18329 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,215 ms,42 Mbps,5406 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,158 ms,102 Mbps,13107 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,155 ms,44 Mbps,5673 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,189 ms,44 Mbps,5665 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,211 ms,94 Mbps,12083 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,154 ms,138 Mbps,17715 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,192 ms,135 Mbps,17305 kB/s
