中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.224.237,US,Seattle,隧道,77 ms,398 Mbps,50995 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,12 ms,66 Mbps,8464 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,275 Mbps,35225 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,94 ms,401 Mbps,51404 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,105 ms,466 Mbps,59699 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,46 ms,592 Mbps,75776 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,86 ms,47 Mbps,6066 kB/s
129.146.46.164,443,129.146.46.164,US,318 Mbps,40755 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,71 ms,324 Mbps,41574 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,48 ms,552 Mbps,70758 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,259 Mbps,33177 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,29 ms,7 Mbps,924 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,414 Mbps,53043 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,209 Mbps,26828 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,5 Mbps,764 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,60 ms,23 Mbps,2949 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,70 ms,379 Mbps,48537 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,105 ms,220 Mbps,28262 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,69 ms,313 Mbps,40140 kB/s
144.24.175.179,443,2a0b:21c0:1007:ca:0:333f:8891:e9bd,DE,Frankfurt,隧道,103 ms,232 Mbps,29798 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,84 ms,47 Mbps,6067 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,63 ms,11 Mbps,1490 kB/s
84.235.173.139,443,2606:f240:f00:a683:0:4a7f:ca41:a6e3,US,Frankfurt,隧道,95 ms,196 Mbps,25088 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,96 ms,188 Mbps,24166 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,106 ms,249 Mbps,31948 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,78 ms,45 Mbps,5878 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,293 Mbps,37580 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,105 ms,40 Mbps,5225 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,76 ms,41 Mbps,5317 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,249 Mbps,31948 kB/s
138.2.227.164,443,138.2.227.164,US,San Jose,中转,102 ms,429 Mbps,54988 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,51 Mbps,6536 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,96 ms,206 Mbps,26419 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,102 Mbps,13107 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,62 ms,59 Mbps,7604 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,99 ms,48 Mbps,6204 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,231 ms,2 Mbps,313 kB/s
168.138.149.17,443,168.138.149.17,BR,S
