中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,19 Mbps,2497 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,56 ms,411 Mbps,52633 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,62 ms,372 Mbps,47718 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,21 ms,1840 Mbps,235520 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,171 ms,127 Mbps,16281 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,327 Mbps,41881 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,50 ms,896 Mbps,114688 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,12 Mbps,1629 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,404 Mbps,51712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1968 Mbps,251904 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,4 ms,696 Mbps,89088 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,29 ms,658 Mbps,84275 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,40 ms,81 Mbps,10444 kB/s
47.74.13.33,443,47.74.13.33,JP,Tokyo,中转,106 ms,166 Mbps,21299 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,20 ms,47 Mbps,6053 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,54 ms,1448 Mbps,185344 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,197 Mbps,25292 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,41 ms,341 Mbps,43724 kB/s
138.2.225.254,443,138.2.225.254,US,San Jose,中转,52 ms,1768 Mbps,226304 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,25 ms,872 Mbps,111616 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,165 ms,136 Mbps,17510 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,149 ms,2 Mbps,302 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,24 ms,1568 Mbps,200704 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,35 ms,1104 Mbps,141312 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,132 ms,87 Mbps,11161 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,65 ms,344 Mbps,44032 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,136 ms,46 Mbps,6010 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,142 ms,138 Mbps,17715 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,3 ms,193 Mbps,24780 kB/s
140.238.23.148,443,2a09:bac1:3f00:90::299:53,KR,Seoul,隧道,137 ms,41 Mbps,5269 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,39 Mbps,5067 kB/s
157.254.252.198,443,157.254.252.198,JP,Tokyo,中转,105 ms,170 Mbps,21811 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,159 ms,104 Mbps,13414 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,68 ms,154 Mbps,19763 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,386 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,72 ms,40 Mbps,5137 kB/s
130.61.23.77,443,130.61.23.77,99 Mbps,12697 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,74 ms,15 Mbps,1980 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,33 ms,1936 Mbps,247808 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,167 ms,95 Mbps,12185 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,133 ms,19 Mbps,2459 kB/s
130.162.219.22,443,2a0b:21c0:1007:1c9:0:5098:fda:97e,DE,Frankfurt,隧道,153 ms,108 Mbps,13824 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,74 ms,309 Mbps,39628 kB/s
