中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,38 ms,551 Mbps,70553 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,78 ms,368 Mbps,47104 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,144 Mbps,18534 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,251 Mbps,32153 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,39 ms,496 Mbps,63590 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,74 ms,348 Mbps,44544 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,40 ms,62 Mbps,7957 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,70 ms,324 Mbps,41574 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,261 Mbps,33484 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,6 ms,61 Mbps,7931 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,79 ms,327 Mbps,41881 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,71 ms,44 Mbps,5744 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,74 ms,292 Mbps,37376 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,224 Mbps,28672 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,72 ms,324 Mbps,41472 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,15 ms,419 Mbps,53657 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,69 ms,276 Mbps,35430 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,66 ms,388 Mbps,49766 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,45 Mbps,5796 kB/s
154.23.240.232,443,154.23.240.232,US,Los Angeles,中转,66 ms,45 Mbps,5767 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,136 ms,189 Mbps,24268 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,208 Mbps,26726 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,39 ms,437 Mbps,56012 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,111 ms,47 Mbps,6046 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:d5,US,Los Angeles,隧道,74 ms,61 Mbps,7912 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,28 ms,70 Mbps,8982 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,73 ms,1 Mbps,212 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,73 ms,367 Mbps,47001 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,103 ms,228 Mbps,29184 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,105 ms,225 Mbps,28876 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,404 Mbps,51814 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,120 Mbps,15360 kB/s
158.101.203.1,443,2a0b:21c0:1007:1c7:0:dd9e:1c98:ad9b,DE,Frankfurt,隧道,100 ms,220 Mbps,28262 kB/s
129.146.46.164,443,129.146.46.164,338 Mbps,43315 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,263 Mbps,33689 kB/s
152.67.156.141,443,2a0b:21c0:1007:c8:0:acb3:101b:e52,DE,Frankfurt,隧道,120 ms,124 Mbps,15872 kB/s
144.21.63.201,443,2a0b:21c0:1007:cb:0:bf95:a92b:2bc2,DE,Frankfurt,隧道,105 ms,137 Mbps,17612 kB/s
144.21.43.21,443,2a0b:21c0:1007:c9:0:4b9d:953a:f9ba,DE,Frankfurt,隧道,104 ms,127 Mbps,16281 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,184 ms,86 Mbps,11059 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,220 ms,114 Mbps,14643 kB/s
141.147.106.160,443,163.123.193.8,DE,Frankfurt,隧道,104 ms,199 Mbps,25497 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,76 ms,50 Mbps,6429 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,220 ms,2 Mbps,281 kB/s
