中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,364 Mbps,46592 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,78 ms,288 Mbps,36966 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,8 ms,0 Mbps,95 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,575 Mbps,73625 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,76 ms,305 Mbps,39116 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,153 ms,123 Mbps,15769 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,265 Mbps,33996 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,40 ms,469 Mbps,60108 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,61 ms,69 Mbps,8877 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,50 ms,690 Mbps,88371 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,51 Mbps,6563 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,73 ms,286 Mbps,36659 kB/s
193.123.190.238,443,2a0b:21c0:1007:1cb:0:24fd:1542:bc02,DE,Frankfurt,隧道,97 ms,190 Mbps,24371 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,60 ms,48 Mbps,6230 kB/s
152.70.50.4,443,2a0b:21c0:1007:c9:0:60d6:d801:785d,DE,Frankfurt,隧道,92 ms,216 Mbps,27648 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,145 ms,344 Mbps,44032 kB/s
132.145.252.158,443,2a0b:21c0:1007:c7:0:b4d8:33b0:3cb6,DE,Frankfurt,隧道,93 ms,231 Mbps,29593 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,132 ms,7 Mbps,983 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,296 Mbps,37888 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,66 ms,39 Mbps,5054 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,73 ms,314 Mbps,40243 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,73 ms,313 Mbps,40140 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,246 Mbps,31539 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,53 ms,439 Mbps,56217 kB/s
146.56.43.53,443,146.56.43.53,KR,Seoul,中转,196 ms,79 Mbps,10137 kB/s
144.22.252.124,443,144.22.252.124,BR,S
